epoch,train_loss,val_loss,train_dice,val_dice,train_pc,val_pc
44,0.0057148376387439,0.4572493397938438,0.2698236405849457,0.2665659785270691,0.8538955450057983,0.854892373085022
45,0.0056957317348817,0.0075167589010402,0.9566658735275269,0.9371418356895448,0.9976496696472168,0.997069537639618
46,0.0055670269800091,0.0081238762538533,0.9533743262290956,0.933218240737915,0.9974722266197203,0.9968497157096864
47,0.0056467847006544,0.3207379837588566,0.2730484306812286,0.2657345533370971,0.8552030324935913,0.8544175624847412
48,0.0069436474176972,0.3763804865583876,0.2699289917945862,0.2641589045524597,0.8531103134155273,0.8524411916732788
49,0.0056858252304595,0.0492407343261222,0.8859058022499084,0.8490323424339294,0.9958498477935792,0.9946480989456176
50,0.0046749882494172,0.0100991452004613,0.933472216129303,0.9019156098365784,0.9975742101669312,0.99686461687088
51,0.00438269146542,0.1301379960003191,0.4727005362510681,0.4730435907840729,0.9508154392242432,0.9516227841377258
52,0.0042080164838772,0.0098552260926831,0.9281095266342164,0.8961426615715027,0.997529923915863,0.9967939853668212
53,0.0040826828112302,0.0115737125869445,0.9347530007362366,0.9027185440063475,0.9975108504295348,0.9967609643936156
54,0.0039854681149939,0.0117812054158458,0.927213490009308,0.8943691849708557,0.9973893761634828,0.99661785364151
55,0.0038937739846698,0.0131016392014557,0.9363734722137452,0.9051901698112488,0.997407078742981,0.9966367483139038
56,0.0038162201377556,0.0106560028300942,0.9307779669761658,0.8985728621482849,0.9975942969322203,0.9968472123146056
57,0.0037534296678194,0.1040524266157738,0.4789611995220184,0.4775648415088653,0.9598668217658995,0.9601244330406188
58,0.0036968138025293,0.016339316386061,0.9299455285072328,0.8978641033172607,0.99717378616333,0.9963549971580504
59,0.0034234642350041,0.0148469295748444,0.9339942336082458,0.8999416828155518,0.997422695159912,0.9965853095054626
60,0.0033116874697636,0.0142864847122468,0.9318661093711852,0.8975481986999512,0.9974398016929626,0.9965905547142028
61,0.0032576972492977,0.1181971305648663,0.5095117688179016,0.5063314437866211,0.9635499119758606,0.96379417181015
62,0.0032121654169774,0.0154717530761671,0.936148464679718,0.9013723731040956,0.9974565505981444,0.996592938899994
63,0.0031722649127614,0.0132590684232924,0.904092252254486,0.8710400462150574,0.9971938133239746,0.996407687664032
64,0.0031337465443888,0.1514302031962451,0.4507552087306976,0.4501674473285675,0.9525898694992064,0.9533652067184448
65,0.0030983919943348,0.0140059779850887,0.935103952884674,0.8998213410377502,0.997612714767456,0.9967501759529114
66,0.0030639187242453,0.012695072577322,0.9215406775474548,0.8863892555236816,0.9975113272666932,0.9966711401939392
67,0.0030312898615621,0.015553549602731,0.9356196522712708,0.8997511267662048,0.997441828250885,0.9965507984161376
68,0.0030008160752043,0.0144602209852586,0.93769770860672,0.9015820622444152,0.9976271390914916,0.9967432618141174
69,0.0029726327870268,0.0131496968032468,0.9168659448623656,0.8822163939476013,0.9974395632743835,0.996601700782776
70,0.002941817813118,0.0179776156235592,0.9411869645118712,0.9050427079200744,0.9974189400672911,0.9964934587478638
71,0.0029146947475553,0.0141300983310644,0.930797517299652,0.8943051695823669,0.9975342154502868,0.996631681919098
72,0.0028886052922347,0.0192856478423943,0.9408337473869324,0.90388822555542,0.9973928332328796,0.9964451789855956
73,0.0028630045095834,0.0158744688066456,0.9376490116119384,0.9008287191390992,0.9975908398628236,0.9966673254966736
74,0.0028392852387242,0.0148280444682783,0.9358080625534058,0.8996132016181946,0.997622847557068,0.9967225790023804
75,0.0028153180539526,0.0145029417179226,0.92733633518219,0.8908507227897644,0.9975175857543944,0.9966145157814026
76,0.0027932592299928,0.0138953219434061,0.9348435997962952,0.8980780243873596,0.9976613521575928,0.9967417120933532
77,0.0027683525963694,0.0137063062849991,0.929885983467102,0.8931494355201721,0.9976325631141664,0.996727168560028
78,0.0027482855826097,0.0144467891193603,0.9270049929618835,0.8907263875007629,0.9975077509880066,0.996600866317749
79,0.002727269240689,0.0161144913980158,0.9420749545097352,0.9046664237976074,0.9975759387016296,0.996620237827301
80,0.0027069623644769,0.0134578181063206,0.9319251775741576,0.8946533203125,0.9977110624313354,0.996790051460266
81,0.002685523042666,0.0139725003418872,0.9286237359046936,0.8913872241973877,0.9976139664649964,0.9966831207275392
82,0.0026659997730404,0.0167642255314663,0.941511571407318,0.9040185213088988,0.9975749254226683,0.9966164231300354
83,0.0026478762576672,0.0135482373658774,0.921732485294342,0.8845776915550232,0.9975506067276,0.9966335892677308
84,0.0026301119880008,0.0155591634410076,0.9414219856262208,0.9032920598983764,0.9977192878723145,0.9967647790908812
85,0.0026126127277746,0.0174433555156438,0.9415324330329896,0.9036076068878174,0.997581958770752,0.9965993762016296
86,0.0025951383101478,0.0165403257771918,0.9402477145195008,0.9020274877548218,0.9976009130477904,0.9966188073158264
87,0.0025772357210997,0.0154745220935686,0.9362767934799194,0.8981179594993591,0.9976531267166138,0.9966813921928406
88,0.0025603144617232,0.5541796218009662,0.1717934608459472,0.1698536425828933,0.7744558453559875,0.7756016254425049
89,0.0025442939920683,0.0151928414498945,0.9334405064582824,0.8949564099311829,0.997612237930298,0.9966347217559814
90,0.0025283368160117,0.0159551072632005,0.9341756105422974,0.8957786560058594,0.9975692629814148,0.9965903759002686
91,0.0025133392540703,0.1281023770381519,0.4848993122577667,0.4797826707363128,0.9680083394050598,0.9680438041687012
92,0.0024976441990669,0.0157988125396196,0.9329573512077332,0.8948057889938354,0.9976176619529724,0.9966306686401368
93,0.002480960342573,0.0156763236653724,0.9394705295562744,0.9006262421607971,0.9976662397384644,0.9966663122177124
94,0.0024680216411575,0.3982962164650677,0.2970260679721832,0.2976166903972626,0.898202657699585,0.8999834656715393
95,0.0024529873724727,0.0160017009499487,0.9386790990829468,0.8993443250656128,0.9976813793182372,0.9966753721237184
96,0.002439549455707,0.0165564687869394,0.9233458042144777,0.8857654929161072,0.997473418712616,0.9965153932571412
97,0.0024243798797983,0.0183340634122631,0.937597155570984,0.8985562920570374,0.9974917769432068,0.9964736104011536
98,0.0024101298966234,0.4841349169818604,0.2561337053775787,0.2565504312515259,0.8740572929382324,0.8760485649108887
99,0.0031071210891354,0.0660452803610284,0.9380381107330322,0.8805089592933655,0.9970501065254213,0.99534410238266
100,0.0028368189426628,0.0182070566420828,0.9688288569450378,0.9261274933815002,0.9985271096229552,0.997401475906372
101,0.0027498887302731,0.0095793789627001,0.9710721969604492,0.9277722239494324,0.9985888600349426,0.9974384903907776
102,0.0027484160436019,0.6881918686829999,0.2628223001956939,0.2552067041397095,0.8506839871406555,0.8524545431137085
103,0.0026948966788838,0.0088829876549223,0.971778929233551,0.928556740283966,0.9986692070961,0.9975028038024902
104,0.0026549922361854,0.0087956428263815,0.972611367702484,0.9290730953216552,0.9986904859542848,0.997506022453308
105,0.0026293779626975,0.2220795970023736,0.4409059584140777,0.4195293188095093,0.9368649125099182,0.9365856647491456
106,0.0026062708520602,0.0117123790540646,0.9723941087722778,0.9276552796363832,0.9987335801124572,0.9975388050079346
107,0.0025940364711909,0.1447705670868894,0.5616287589073181,0.5330473780632019,0.9607108235359192,0.959835410118103
108,0.0025761556007176,0.0084893199487594,0.973334014415741,0.9295759797096252,0.9987629652023317,0.99757182598114
109,0.0025576335592951,0.1560224634494489,0.5677039623260498,0.5412394404411316,0.9614189267158508,0.960438072681427
110,0.0025548389351822,0.9950647118418202,0.2029415220022201,0.1976465284824371,0.7883502840995789,0.7890498042106628
111,0.002470835860181882,0.07689359132871983,0.9045807719230652,0.7948276400566101,0.9953520894050598,0.9905792474746704
112,0.002439938017172921,0.008592820420478488,0.9747523069381714,0.9295737147331238,0.9988422393798828,0.9976125359535217
113,0.002456811398296554,0.025938917458660723,0.9722543954849243,0.9257464408874512,0.9986788034439087,0.9973856806755066
114,0.0024140186936651214,0.015094415582478857,0.9738311171531677,0.9282501935958862,0.9987806081771851,0.9975535273551941
115,0.0024175615329977912,1.2139689367444266,0.1890833079814911,0.18391595780849457,0.7693146467208862,0.7705240249633789
116,0.0024451424842322285,1.3774659356440164,0.15391694009304047,0.14988739788532257,0.7020822167396545,0.7028208374977112
117,0.0024259034330216507,0.009060128563738681,0.9755914807319641,0.9295933842658997,0.9988628029823303,0.9975858330726624
118,0.0023842018534987785,0.008785492999229169,0.9757055044174194,0.9297250509262085,0.9988787770271301,0.9976001381874084
119,0.0023815601720656894,0.41413773107846047,0.3231523931026459,0.30853092670440674,0.8928564786911011,0.8928940892219543
120,0.002408079133731042,0.00890729913811643,0.9752901196479797,0.9294352531433105,0.998865008354187,0.9976159930229187
